1,-0.00257093,-0.0188443
1.12202,-0.00323632,-0.0211422
1.25893,-0.00407384,-0.0237198
1.41254,-0.00512796,-0.026611
1.58489,-0.0064546,-0.0298538
1.77828,-0.00812409,-0.0334905
1.99526,-0.0102248,-0.0375685
2.23872,-0.0128678,-0.0421406
2.51189,-0.0161926,-0.0472656
2.81838,-0.0203742,-0.053009
3.16228,-0.025632,-0.0594434
3.54813,-0.0322408,-0.0666492
3.98107,-0.0405448,-0.0747148
4.46684,-0.0509732,-0.0837371
5.01187,-0.0640616,-0.0938221
5.62341,-0.0804755,-0.105084
6.30957,-0.10104,-0.117644
7.07946,-0.126772,-0.131631
7.94328,-0.158922,-0.147178
8.91251,-0.199015,-0.164418
10,-0.248897,-0.183478
11.2202,-0.310778,-0.204475
12.5893,-0.387274,-0.2275
14.1254,-0.481431,-0.25261
15.8489,-0.596722,-0.279809
17.7828,-0.737013,-0.309027
19.9526,-0.906466,-0.340103
22.3872,-1.10937,-0.372759
25.1189,-1.34992,-0.406586
28.1838,-1.63185,-0.441032
31.6228,-1.95813,-0.475405
35.4813,-2.33049,-0.508886
39.8107,-2.74913,-0.540566
44.6684,-3.21241,-0.56949
50.1187,-3.71674,-0.594718
56.2341,-4.25663,-0.61538
63.0957,-4.82488,-0.630738
70.7946,-5.41289,-0.640229
79.4328,-6.01112,-0.6435
89.1251,-6.6095,-0.640429
100,-7.19799,-0.63113
112.202,-7.767,-0.61595
125.893,-8.30791,-0.595445
141.254,-8.81346,-0.570349
158.489,-9.2781,-0.541527
177.828,-9.69818,-0.50992
199.526,-10.072,-0.476481
223.872,-10.3997,-0.442124
251.189,-10.683,-0.407668
281.838,-10.9248,-0.373813
316.228,-11.1289,-0.341113
354.813,-11.2993,-0.309982
398.107,-11.4404,-0.280702
446.684,-11.5565,-0.253438
501.187,-11.6512,-0.228261
562.341,-11.7282,-0.205171
630.957,-11.7905,-0.184112
707.946,-11.8408,-0.164992
794.328,-11.8811,-0.147697
891.251,-11.9135,-0.132098
1000,-11.9394,-0.118063
1122.02,-11.9601,-0.10546
1258.93,-11.9767,-0.0941593
1412.54,-11.9899,-0.084039
1584.89,-12.0004,-0.0749847
1778.28,-12.0087,-0.0668905
1995.26,-12.0154,-0.0596589
2238.72,-12.0207,-0.0532014
2511.89,-12.0249,-0.0474373
2818.38,-12.0282,-0.0422938
3162.28,-12.0309,-0.0377051
3548.13,-12.033,-0.0336124
3981.07,-12.0347,-0.0299625
4466.84,-12.036,-0.0267079
5011.87,-12.0371,-0.0238062
5623.41,-12.0379,-0.0212192
6309.57,-12.0386,-0.018913
7079.46,-12.0391,-0.0168572
7943.28,-12.0396,-0.0150247
8912.51,-12.0399,-0.0133912
10000,-12.0402,-0.0119353
11220.2,-12.0404,-0.0106376
12589.3,-12.0405,-0.00948093
14125.4,-12.0407,-0.00845001
15848.9,-12.0408,-0.00753117
17782.8,-12.0409,-0.00671222
19952.6,-12.0409,-0.00598232
22387.2,-12.041,-0.00533177
25118.9,-12.041,-0.00475197
28183.8,-12.0411,-0.00423521
31622.8,-12.0411,-0.00377465
35481.3,-12.0411,-0.00336417
39810.7,-12.0411,-0.00299832
44668.4,-12.0411,-0.00267226
50118.7,-12.0412,-0.00238166
56234.1,-12.0412,-0.00212266
63095.7,-12.0412,-0.00189182
70794.6,-12.0412,-0.00168609
79432.8,-12.0412,-0.00150273
89125.1,-12.0412,-0.00133931
100000,-12.0412,-0.00119366
112202,-12.0412,-0.00106385
125893,-12.0412,-0.000948159
141254,-12.0412,-0.000845048
158489,-12.0412,-0.00075315
177828,-12.0412,-0.000671245
199526,-12.0412,-0.000598248
223872,-12.0412,-0.000533189
251189,-12.0412,-0.000475205
281838,-12.0412,-0.000423527
316228,-12.0412,-0.000377469
354813,-12.0412,-0.00033642
398107,-12.0412,-0.000299834
446684,-12.0412,-0.000267228
501187,-12.0412,-0.000238167
562341,-12.0412,-0.000212266
630957,-12.0412,-0.000189183
707946,-12.0412,-0.000168609
794328,-12.0412,-0.000150273
891251,-12.0412,-0.000133931
1e+06,-12.0412,-0.000119366
1.12202e+06,-12.0412,-0.000106385
1.25893e+06,-12.0412,-9.48159e-05
1.41254e+06,-12.0412,-8.45048e-05
1.58489e+06,-12.0412,-7.5315e-05
1.77828e+06,-12.0412,-6.71246e-05
1.99526e+06,-12.0412,-5.98248e-05
2.23872e+06,-12.0412,-5.33189e-05
2.51189e+06,-12.0412,-4.75205e-05
2.81838e+06,-12.0412,-4.23527e-05
3.16228e+06,-12.0412,-3.77469e-05
3.54813e+06,-12.0412,-3.3642e-05
3.98107e+06,-12.0412,-2.99834e-05
4.46684e+06,-12.0412,-2.67228e-05
5.01187e+06,-12.0412,-2.38167e-05
5.62341e+06,-12.0412,-2.12266e-05
6.30957e+06,-12.0412,-1.89183e-05
7.07946e+06,-12.0412,-1.68609e-05
7.94328e+06,-12.0412,-1.50273e-05
8.91251e+06,-12.0412,-1.33931e-05
